StudentID,Age,Gender,ParentalEducation,StudyTimeWeekly,StudyTimeWeeklyCategory,Absences,AbsencesCategory,Tutoring,ParentalSupport,ExtracurricularCategory,Extracurricular,Sports,Music,Volunteering,Year Level,Previous Grades,GPA,GradeClassCategory,GradeCategory,GradeClass,Subject
1049,16,0,2,17.90170346,2,17,2,0,3,0,0,0,1,0,3,1.770998179,2.099885157,3,2,3,1
1050,16,1,1,19.44106949,2,16,2,0,4,1,1,0,0,0,3,2.361645539,2.461046963,3,1,3,3
1051,17,1,2,17.18649902,0,5,0,0,3,0,0,0,0,0,2,2.868768047,2.935477192,2,1,2,2
1052,16,1,0,2.200354423,2,12,2,1,1,0,1,0,1,0,1,2.221517129,1.986378059,4,2,4,3
1053,17,1,1,18.94855996,1,22,2,0,4,1,0,0,1,0,4,1.589675574,1.571544191,4,2,4,1
1054,18,0,2,8.467160547,0,13,2,0,1,1,0,1,0,0,4,1.947559228,1.66431069,4,2,4,3
1055,17,0,0,0.1862058152,1,29,2,1,2,1,1,1,0,0,1,0.6089486652,0.7562591666,4,4,4,2
1056,18,0,1,8.847874815,0,25,2,0,2,1,0,1,0,0,3,0.6623303638,0.8027695392,4,3,4,2
1057,18,1,4,0.9213833935,1,20,2,0,2,1,0,1,1,0,4,1.54243215,1.342387178,4,3,4,2
1058,15,0,4,10.87755842,1,29,2,0,3,1,1,0,0,0,2,0.3322150871,0.2865712883,4,4,4,1
1059,17,0,1,6.771080549,1,9,1,1,3,0,0,1,0,0,4,3.006758735,2.613838694,2,1,2,2
1060,15,1,0,9.468698672,1,23,2,0,3,1,0,1,0,0,4,0.9968338168,0.9290125546,4,3,4,3
1061,17,1,1,12.26340721,2,10,1,0,0,1,1,0,1,0,1,1.693397575,1.892758696,4,2,4,2
1062,17,0,1,17.37602192,1,12,2,0,2,1,0,0,1,0,3,2.497777894,2.331261549,3,1,3,3
1063,15,0,3,13.23803153,1,11,1,0,3,1,0,1,0,0,4,2.13697084,2.234238473,3,1,3,1
1064,15,0,1,8.68097737,2,8,1,0,2,1,0,1,0,0,1,2.747905939,2.385828219,3,1,3,1
1065,17,0,2,16.38855707,2,3,0,1,4,1,0,0,0,0,1,3.937917445,3.347356744,1,0,1,1
1066,16,0,1,18.11164275,0,6,1,1,3,0,1,0,0,0,4,3.825194303,3.261855307,1,0,1,1
1067,18,0,4,2.395199329,1,23,2,0,3,0,0,1,0,0,1,1.068985808,1.039623879,4,3,4,2
1068,15,1,1,10.63865955,0,28,2,0,0,1,0,1,0,0,4,0.02382185986,0.02781862473,4,4,4,3
1069,18,1,2,5.690239195,0,21,2,1,3,1,0,0,1,0,2,1.13235762,1.329964538,4,3,4,3
1070,16,1,1,0.9412239575,2,1,0,0,4,1,0,0,1,0,3,3.222428669,3.283916522,1,0,1,2
1071,16,0,2,13.3709339,2,6,1,0,2,1,1,0,0,0,2,2.877620574,2.937454182,2,1,2,2
1072,16,1,1,17.25541555,0,28,2,0,3,0,0,0,1,1,4,0.7636589059,0.7388682028,4,4,4,2
1073,15,0,1,3.25805309,2,8,1,0,2,1,1,1,0,0,3,2.932940208,2.556801663,2,1,2,1
1074,16,0,3,16.24827315,2,4,0,1,2,1,0,0,0,0,3,3.156043427,3.300928569,1,0,1,3
1075,15,1,3,17.06791467,2,14,2,0,3,0,1,0,1,0,3,2.353892416,2.200682947,3,1,3,1
1076,16,0,3,18.28680885,0,17,2,0,3,1,0,1,0,0,4,1.58946879,1.855865573,4,2,4,1
1077,18,0,2,5.305701782,2,3,0,0,3,1,0,0,0,0,2,3.246447876,2.734401494,2,1,2,2
1078,18,1,3,18.0790613,0,18,2,1,1,0,1,1,0,0,1,1.86339887,2.131737297,3,2,3,3
1079,17,1,0,6.413255095,1,19,2,0,1,1,0,0,0,0,4,1.172181793,0.9797699108,4,3,4,2
1080,18,1,1,11.04676027,0,25,2,0,3,0,0,1,0,0,1,0.9593761321,0.9943250236,4,3,4,1
1081,17,0,1,1.010149417,0,6,1,0,1,1,0,1,0,0,2,1.690945039,2.074699977,3,2,3,3
1082,18,1,2,0.8776217674,2,25,2,0,2,1,0,0,0,0,1,0.5607392407,0.5005080358,4,4,4,1
1083,15,1,1,14.40746425,1,7,1,0,0,0,1,1,0,0,1,2.548263887,2.532438418,2,1,2,3
1084,18,0,1,8.88959956,0,16,2,0,1,1,0,1,0,0,2,1.625869513,1.463378036,4,2,4,2
1085,17,1,2,5.125847507,0,12,2,0,3,1,1,1,0,0,4,2.498894986,2.342836773,3,1,3,3
1086,17,1,3,3.80826992,2,23,2,0,3,1,0,0,0,0,2,1.068663174,1.158846334,4,3,4,3
1087,16,1,1,13.39906982,0,20,2,1,1,0,1,0,1,1,3,1.479481434,1.523748745,4,2,4,2
1088,15,0,1,0.008030880507,2,27,2,0,1,1,0,0,1,0,4,0,0,4,4,4,1
1089,18,0,1,16.11782338,0,22,2,0,0,1,1,0,1,0,3,0.8491691675,1.058622014,4,3,4,1
1090,16,0,1,1.584992123,0,10,1,0,2,1,0,0,1,1,2,2.40411906,2.229740184,3,1,3,2
1091,18,0,1,3.829792298,1,26,2,0,1,1,0,0,0,1,3,0.2330128109,0.1947432807,4,4,4,3
1092,18,1,2,7.724727906,1,0,0,0,2,1,1,1,0,0,2,2.935418625,3.506920071,0,0,0,3
1093,16,0,2,9.697174794,1,1,0,1,3,1,0,0,0,0,1,3.43462686,3.552286943,0,0,0,3
1094,16,0,2,7.099902316,0,16,2,1,3,0,0,1,0,0,1,2.604042969,2.238491354,3,1,3,1
1095,16,1,1,6.4142433,2,4,0,0,1,1,1,1,0,0,4,2.842029081,2.708472344,2,1,2,2
1096,16,1,3,19.27832024,1,29,2,0,3,1,0,0,0,1,3,0.8722363649,0.7329082339,4,4,4,1
1097,16,1,1,12.83159362,0,29,2,0,4,1,0,0,1,0,2,0.9016233178,0.9654824453,4,3,4,1
1098,18,0,2,0.4686591073,1,5,0,0,2,1,0,1,0,0,3,2.392493034,2.55523286,2,1,2,1
1099,16,0,3,8.603518169,2,25,2,0,2,1,1,0,1,1,4,0.6100362594,0.7443222999,4,4,4,2
1100,15,0,1,17.50017399,0,24,2,0,2,1,0,0,0,0,3,0.5860935581,0.7220565814,4,4,4,3
1101,17,1,1,6.029123728,0,23,2,1,1,0,1,1,0,1,3,1.488143421,1.27122953,4,3,4,3
1102,16,1,3,1.891126895,2,6,1,0,3,1,1,0,1,1,3,2.861876596,2.526142141,2,1,2,1
1103,16,0,1,15.16769543,1,27,2,0,3,1,1,1,0,0,1,0.9330624902,0.9424153954,4,3,4,2
1104,18,1,2,12.12027664,1,20,2,1,2,1,0,1,0,0,1,1.771836886,1.515639098,4,2,4,1
1105,16,1,0,11.40625016,0,29,2,0,3,1,1,0,0,0,4,0.6974225839,0.6482739267,4,4,4,1
1106,16,1,2,1.071531192,0,14,2,0,3,0,0,1,1,1,3,2.449477488,2.048850082,3,2,3,3
1107,16,0,1,2.809980196,1,18,2,0,0,1,1,0,0,1,2,0.7050554565,0.8422959993,4,3,4,2
1108,18,1,0,12.45098792,0,15,2,0,1,1,0,1,0,0,3,1.30869403,1.464187924,4,2,4,2
1109,16,1,2,4.156476829,1,24,2,1,3,1,1,1,0,0,3,1.558556831,1.487946865,4,2,4,1
1110,17,0,1,10.08140159,1,12,2,1,4,1,0,0,0,0,2,3.037800799,2.587565796,2,1,2,2
1111,18,0,1,10.89763372,0,4,0,1,3,0,0,0,0,0,2,2.781160381,3.220806978,1,0,1,2
1112,17,1,0,5.670143805,2,2,0,1,4,0,0,0,1,0,1,3.216057331,3.545159432,0,0,0,3
1113,18,1,1,18.96850311,2,2,0,0,2,1,0,0,0,0,4,2.699304981,3.089598953,1,0,1,1
1114,16,0,1,16.84928214,2,18,2,1,1,0,0,1,1,0,4,1.582422685,1.91995644,4,2,4,2
1115,17,0,0,14.44747015,0,13,2,1,2,1,0,0,0,0,3,2.085473414,2.198593185,3,2,3,2
1116,18,1,3,1.559877328,0,15,2,0,0,0,0,0,0,1,2,0.9433618245,0.8782126168,4,3,4,2
1117,15,1,0,2.122600386,1,21,2,0,3,1,1,0,1,0,1,1.577617808,1.340368648,4,3,4,1
1118,16,1,2,9.855626917,0,16,2,0,4,1,0,0,0,0,1,1.527445559,1.819511336,4,2,4,2
1119,18,1,1,3.214266984,2,26,2,0,3,0,0,1,0,0,4,0.5544868209,0.6193509315,4,4,4,2
1120,15,0,1,19.56530927,0,3,0,0,2,1,1,0,1,1,4,3.591838407,3.61946087,0,0,0,3
1121,18,1,3,3.170404681,1,12,2,1,1,1,1,1,0,0,2,1.951735513,2.174902796,3,2,3,1
1122,15,1,1,9.749356709,1,7,1,1,1,1,0,1,1,0,2,3.473893113,2.974406015,2,1,2,3
1123,16,0,4,7.282421137,1,18,2,0,2,1,0,0,0,0,1,1.047208274,0.9807358437,4,3,4,2
1124,17,1,1,12.78772843,0,4,0,0,3,0,0,0,0,0,2,2.930144219,3.101673809,1,0,1,1
1125,15,0,2,2.580728178,1,1,0,1,2,0,1,0,1,0,1,3.02563537,3.498257342,1,0,1,3
1126,18,1,2,8.606328561,0,14,2,0,4,1,1,0,0,0,2,2.851316538,2.590553445,2,1,2,2
1127,16,1,3,5.494100656,2,1,0,0,3,0,1,0,0,0,2,2.939799291,3.535003758,0,0,0,1
1128,15,0,2,17.75503049,0,10,1,1,1,0,0,1,0,0,4,3.341748228,2.819921745,2,1,2,2
1129,18,0,2,0.8117142427,2,12,2,1,1,1,1,1,0,0,3,1.999584056,2.016596775,3,2,3,3
1130,18,1,1,18.27454988,2,22,2,1,3,1,0,0,0,0,3,1.17976747,1.371185039,4,3,4,3
1131,18,1,1,16.65988277,0,9,1,0,1,0,0,0,0,0,4,2.411754807,2.104795588,3,2,3,2
1132,15,1,3,5.951414329,2,2,0,0,3,0,0,0,0,0,1,2.953426093,3.030439089,1,0,1,2
1133,15,0,1,15.78581309,0,4,0,1,2,0,0,1,0,0,3,3.234763795,3.582421872,0,0,0,2
1134,15,1,1,0.6242712068,2,2,0,0,1,1,1,0,0,0,3,2.85395927,2.426546706,3,1,3,1
1135,17,0,2,19.33731101,1,5,0,1,2,0,1,0,0,0,2,2.852590419,3.16143627,1,0,1,3
1136,15,0,1,10.53189885,0,12,2,0,2,0,1,0,0,0,1,2.441945608,2.12263853,3,2,3,1
1137,15,1,4,6.065620521,1,9,1,0,3,0,0,1,0,0,2,2.058140481,2.204860581,3,1,3,1
1138,15,0,2,7.251664252,0,18,2,0,0,1,1,0,1,1,4,1.181664369,1.1829875,4,3,4,1
1139,17,1,2,1.328107069,2,7,1,0,3,1,1,0,0,0,4,2.377389386,2.738795716,2,1,2,2
1140,15,1,3,19.78699028,0,17,2,1,3,0,0,0,0,0,2,2.424492564,2.237901301,3,1,3,2
1141,18,1,0,0.785838903,1,2,0,0,3,0,1,0,0,0,1,3.53298868,3.139481546,1,0,1,2
1142,15,1,1,13.09814246,1,23,2,1,0,0,1,1,0,0,1,0.9363214075,1.046044771,4,3,4,2
1143,18,1,2,8.854718554,2,23,2,1,3,1,0,0,0,0,1,0.9454550917,0.8164582452,4,3,4,2
1144,18,0,1,18.97832436,0,16,2,0,2,0,1,0,1,0,4,2.174505438,2.033544621,3,2,3,2
1145,18,0,2,4.919994806,1,7,1,1,2,1,1,1,0,0,1,2.432535654,2.432078523,3,1,3,3
1146,17,1,3,10.64173648,1,9,1,0,3,1,1,0,0,0,1,3.055400911,2.65977132,2,1,2,1
1147,17,1,2,9.647124172,2,1,0,1,2,0,1,0,0,1,1,3.054230342,3.58888794,0,0,0,3
1148,17,0,1,14.05732888,0,11,1,0,3,1,0,1,0,0,3,2.081608764,2.314587628,3,1,3,1
1149,15,0,4,1.360204639,0,22,2,0,1,1,1,1,0,1,3,0.8180946614,1.00722582,4,3,4,3
1150,18,0,2,3.8757826,0,5,0,0,3,1,1,0,0,0,4,2.331385176,2.881612321,2,1,2,2
1151,17,0,2,4.291296402,2,1,0,0,1,0,0,1,1,0,4,2.408254454,2.804504929,2,1,2,2
1152,17,1,1,14.7630151,0,20,2,1,3,1,0,1,0,0,2,1.70389754,1.762921124,4,2,4,1
1153,15,1,3,3.782773927,1,22,2,0,4,1,1,0,0,1,2,1.060236156,1.119911263,4,3,4,3
1154,17,0,2,11.46983528,0,23,2,0,2,1,0,0,0,0,1,0.8667443693,1.030657506,4,3,4,2
1155,15,1,2,4.30487641,2,2,0,0,2,0,1,0,0,0,3,3.280510754,3.075619354,1,0,1,3
1156,16,0,3,17.232499,2,16,2,1,3,0,1,1,0,0,3,2.611958263,2.631434065,2,1,2,1
1157,17,1,1,18.84370909,1,28,2,0,0,1,0,1,1,1,2,0.4489691491,0.5030669073,4,4,4,3
1158,16,0,2,10.3698595,1,6,1,0,2,1,0,0,0,0,3,3.246608328,2.784237837,2,1,2,1
1159,15,1,3,7.046177684,0,28,2,0,2,0,0,0,0,0,1,0.2203374255,0.2476267651,4,4,4,3
1160,18,0,1,4.6811555,0,20,2,0,3,0,0,0,0,1,3,1.065708396,1.18954877,4,3,4,1
1161,17,0,2,0.9956200305,0,4,0,1,3,1,1,0,0,1,3,4.038116533,3.375994009,1,0,1,1
1162,15,1,3,5.370001524,1,22,2,1,3,1,0,0,0,0,2,1.198690365,1.293573556,4,3,4,2
1163,18,0,2,13.0847156,1,0,0,1,3,0,0,0,1,1,1,4.161384942,3.718586904,0,0,0,3
1164,18,1,2,10.67233863,2,7,1,0,3,1,1,0,0,0,4,2.328449697,2.670559615,2,1,2,1
1165,16,1,3,18.88082557,1,11,1,1,2,0,1,0,0,0,2,2.362316592,2.369648013,3,1,3,2
1166,15,0,3,7.92554525,2,13,2,0,2,0,0,1,0,0,2,1.562190986,1.62448682,4,2,4,3
1167,18,1,1,13.87726685,1,15,2,1,2,1,1,1,0,0,4,2.745638427,2.537476828,2,1,2,1
1168,17,1,0,9.78645495,1,9,1,0,4,1,0,1,0,0,3,2.347009523,2.298417929,3,1,3,3
1169,17,1,2,10.25152432,0,14,2,0,3,1,1,0,0,0,2,2.132905969,2.25980415,3,1,3,2
1170,16,1,2,5.355486292,1,20,2,0,2,0,0,1,0,0,4,1.12676787,1.321343301,4,3,4,3
1171,18,1,2,9.099015537,1,23,2,0,3,1,0,1,0,0,2,1.047066346,0.9499742281,4,3,4,3
1172,15,0,2,9.41569994,2,25,2,0,2,1,1,0,0,1,4,0.6830099004,0.8187866161,4,3,4,2
1173,17,1,1,14.13285043,2,14,2,1,3,1,0,0,0,0,1,2.137744435,2.339224513,3,1,3,2
1174,18,1,2,18.81279998,0,9,1,0,2,0,0,1,0,0,2,3.166361646,2.682776288,2,1,2,2
1175,18,1,1,6.58642555,0,20,2,1,1,1,1,0,0,0,3,1.254254491,1.543837471,4,2,4,2
1176,16,1,2,0.8440093716,1,27,2,0,3,0,1,0,0,0,1,0.222772178,0.1969011048,4,4,4,2
1177,17,1,2,9.92590251,1,6,1,0,3,0,0,0,0,0,3,3.235853085,2.748610257,2,1,2,3
1178,17,0,1,10.88922664,0,25,2,1,2,0,1,0,1,0,1,0.9091571229,1.104893788,4,3,4,1
1179,15,1,1,3.368811023,2,2,0,0,2,1,1,0,0,0,4,2.714191057,2.553439811,2,1,2,3
1180,17,0,2,15.20929213,2,1,0,0,3,0,1,0,0,1,3,2.802517418,3.274233459,1,0,1,3
1181,15,0,2,19.69858217,2,5,0,1,3,1,0,0,0,0,1,2.862190104,3.186060378,1,0,1,1
1182,17,0,1,18.91549434,0,20,2,0,3,0,1,0,0,0,1,1.44910909,1.72211575,4,2,4,3
1183,16,0,4,3.942120776,2,8,1,0,2,0,1,1,0,0,3,2.249767777,2.338046358,3,1,3,3
1184,17,1,2,17.5072648,2,9,1,1,4,1,1,1,0,0,4,2.719466281,3.273998748,1,0,1,2
1185,15,0,4,14.08987273,1,3,0,0,3,1,0,0,0,0,2,3.330079517,2.993502391,2,1,2,1
1186,15,0,2,9.076931276,1,26,2,1,3,0,1,0,0,0,1,0.9925949355,0.896397899,4,3,4,1
1187,16,1,2,10.81221989,2,2,0,0,3,0,0,0,0,0,4,3.547519677,2.961055259,2,1,2,2
1188,17,1,3,16.9920035,1,8,1,0,1,0,1,0,0,0,3,2.71576542,2.674351095,2,1,2,3
1189,17,1,2,9.602698793,1,23,2,0,0,0,1,1,0,0,1,1.201462129,1.217873151,4,3,4,2
1190,16,0,2,7.464147382,1,21,2,1,3,1,0,0,0,0,4,1.317826527,1.36559111,4,3,4,2
1191,17,1,1,9.864949861,1,16,2,0,2,0,0,0,0,1,4,1.535795369,1.522274845,4,2,4,1
1192,17,1,2,11.58259608,0,13,2,1,3,1,0,0,0,0,3,2.097584159,2.231402397,3,1,3,1
1193,15,0,1,3.781553076,2,9,1,0,2,0,1,0,0,0,3,2.24047263,2.135266355,3,2,3,2
1194,17,1,1,18.01815461,2,12,2,0,2,0,0,0,0,0,2,1.954946011,2.255698915,3,1,3,1
1195,17,1,0,13.48373898,1,11,1,1,1,0,1,0,1,0,2,2.779365979,2.751145788,2,1,2,2
1196,16,1,0,12.66537835,0,26,2,0,3,1,1,1,0,0,3,0.7496823085,0.8976341586,4,3,4,3
1197,16,1,4,1.989924524,1,0,0,0,1,1,1,0,0,1,2,3.638382492,3.117354435,1,0,1,1
1198,18,0,1,12.08347876,0,27,2,0,3,1,1,0,1,0,4,1.118404113,1.287595131,4,3,4,1
1199,15,1,2,2.419213245,0,21,2,0,2,1,0,0,0,0,1,0.644207583,0.571053098,4,4,4,2
1200,17,1,3,1.573953504,1,28,2,0,3,0,1,0,0,0,3,0.6699064807,0.5813557995,4,4,4,1
1201,17,0,2,10.54621791,1,18,2,0,1,0,0,0,1,0,1,1.88499725,1.643462404,4,2,4,2
1202,18,1,1,8.055710681,1,18,2,0,1,1,0,0,0,0,1,1.17600419,1.234844041,4,3,4,2
1203,17,0,2,11.7762054,0,5,0,0,3,0,0,1,0,1,4,2.821702503,2.96809362,2,1,2,3
1204,15,1,2,1.784443361,1,12,2,0,2,1,1,0,0,0,4,2.074744118,2.00929848,3,2,3,3
1205,18,0,2,8.619661257,0,18,2,0,1,0,1,0,0,0,3,1.330917231,1.146086034,4,3,4,2
1206,15,0,2,3.495734301,2,12,2,1,4,0,0,0,0,0,1,2.000681306,2.192363198,3,2,3,2
1207,18,0,4,19.74200172,1,26,2,1,1,0,1,0,0,0,2,0.835274887,0.9457308733,4,3,4,3
1208,18,0,2,11.22300425,2,25,2,0,2,0,1,0,0,0,2,0.6109825464,0.5672500285,4,4,4,3
1209,16,1,1,13.74873722,0,21,2,0,1,0,0,0,0,0,2,0.8941485482,0.9707643471,4,3,4,2
1210,15,0,2,6.508365614,0,20,2,1,2,0,1,0,1,1,3,1.405859604,1.656060126,4,2,4,3
1211,17,1,0,1.894778296,2,3,0,0,2,1,0,0,1,0,4,2.765327831,2.839313249,2,1,2,1
1212,17,0,3,19.51741726,0,23,2,0,1,1,0,0,1,1,2,0.1650959259,0.1898180599,4,4,4,3
1213,15,0,1,5.725180708,1,1,0,0,3,1,1,0,0,0,1,3.460749243,3.258294685,1,0,1,2
1214,17,0,1,8.476163703,1,14,2,1,2,0,0,0,0,0,4,2.122944049,1.920055853,4,2,4,2
1215,17,1,3,12.99727843,0,11,1,0,3,0,0,0,0,0,2,1.976662506,2.021771494,3,2,3,1
1216,15,0,2,0.4939459537,2,29,2,1,1,0,1,0,0,0,3,0.1405828966,0.1259330746,4,4,4,2
1217,18,1,1,16.20518261,1,26,2,1,2,0,1,0,0,0,4,1.497911736,1.287013412,4,3,4,2
1218,15,1,2,10.7315638,0,6,1,0,0,0,1,0,1,0,4,2.129492172,2.591426703,2,1,2,3
1219,18,1,3,5.564343741,0,19,2,1,3,1,0,0,0,0,1,1.364672086,1.463379649,4,2,4,2
1220,17,1,1,1.232159706,0,17,2,0,3,0,0,0,0,0,1,1.7436477,1.465549386,4,2,4,1
1221,17,1,3,3.249968309,2,22,2,0,3,0,1,1,0,1,1,1.687180977,1.710466838,4,2,4,1
1222,17,1,0,17.90067718,2,12,2,0,2,1,0,1,0,1,2,2.484663275,2.288505685,3,1,3,2
1223,16,1,2,13.72048448,0,16,2,0,3,1,0,0,1,0,2,2.055097536,1.960968849,4,2,4,1
1224,18,1,3,4.998034433,0,3,0,0,3,1,0,0,0,0,1,2.383002448,2.621623326,2,1,2,3
1225,16,1,1,1.312015299,2,24,2,0,0,0,1,0,0,0,3,0.6834183086,0.768316386,4,4,4,1
1226,16,0,2,13.81230625,1,13,2,0,1,0,0,0,1,0,4,1.507011414,1.806406345,4,2,4,3
1227,15,0,1,11.44815452,1,19,2,0,2,1,0,0,0,0,1,0.9145847027,0.8818663531,4,3,4,2
1228,16,0,2,8.090390489,1,27,2,0,3,0,0,1,0,0,2,0.7591636537,0.8170682207,4,3,4,1
1229,15,0,2,7.272228984,0,12,2,1,0,1,0,0,0,0,4,1.718825695,1.446132528,4,2,4,1
1230,15,0,2,4.336285519,2,2,0,0,3,0,0,1,0,0,3,3.637610265,3.339094362,1,0,1,1
1231,16,1,1,13.39222513,2,25,2,0,2,1,0,0,0,0,4,0.7974144005,0.8196254779,4,3,4,1
1232,18,1,1,19.41336056,0,25,2,0,2,0,0,0,0,0,2,0.8012542523,0.6768179731,4,4,4,3
1233,18,1,0,3.514304917,1,17,2,0,1,0,0,1,0,1,3,1.119447037,1.389544874,4,3,4,1
1234,18,1,1,11.9423324,1,13,2,0,2,1,0,1,0,1,1,2.188289273,1.991508414,4,2,4,1
1235,18,1,2,8.483701115,1,14,2,0,0,1,0,1,0,0,3,1.8185339,1.63986755,4,2,4,2
1236,18,1,3,8.933774435,0,2,0,0,0,1,0,1,0,0,4,2.501356728,2.511743021,2,1,2,3
1237,16,1,2,5.082945603,2,0,0,0,3,1,0,0,1,0,3,2.954714484,2.98391995,2,1,2,1
1238,16,0,2,16.50269751,1,25,2,1,2,1,0,0,1,0,4,1.038693797,1.258654854,4,3,4,3
